playerID,playerPositionIDN,actionIDNaziv,bindedActionIDN,actionOptionIDN,targetPlayerID,targetPositionIDN,actionPosX1,actionPosX2,actionPosY1,actionPosY2,goalZone,distance,start_sector,end_sector,playerName
11500,RCF,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,1054,1101,457.32,454.32,Label43,3.78,12,12,Raffael
11500,RCF,UDARAC,UDARAC U OKVIR,ZONA,0,0,1054,1101,457.32,454.32,Label43,3.78,12,12,Raffael
16894,LW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,1119,1270,233.32,382.32,Label37,17.61,8,8,F. Johnson
16894,LW,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,1119,1270,233.32,382.32,Label37,17.61,8,8,F. Johnson
39479,LCF,UDARAC,UDARAC U OKVIR,ZONA,0,0,1025,1260,236.32,431.32,Label28,25.21,7,8,L. Stindl
39479,LCF,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,1025,1260,236.32,431.32,Label28,25.21,7,8,L. Stindl
39479,LCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,1025,1260,236.32,431.32,Label28,25.21,7,8,L. Stindl
39479,LCF,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,126,61,473.32,488.32,Label59,5.37,9,9,L. Stindl
16894,LW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,161,65,494.32,391.32,Label25,11.72,9,5,F. Johnson
16894,LW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,161,65,494.32,391.32,Label25,11.72,9,5,F. Johnson
4610,LB,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,360,73,568.32,458.32,Label26,24.91,10,9,O. Wendt
4610,LB,UDARAC,UDARAC U OKVIR,ZONA,0,0,360,73,568.32,458.32,Label26,24.91,10,9,O. Wendt
4610,LB,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,360,73,568.32,458.32,Label26,24.91,10,9,O. Wendt
156709,RES,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,172,79,392.32,411.32,Label35,7.64,5,5,T. Hazard
156709,RES,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,172,79,392.32,411.32,Label35,7.64,5,5,T. Hazard
156709,RES,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,104,66,350.32,360.32,Label51,3.17,5,5,T. Hazard
156709,RES,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,104,66,350.32,360.32,Label51,3.17,5,5,T. Hazard
11500,LCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,1176,1267,358.32,392.32,Label21,7.87,8,8,Raffael
11500,LCF,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,1176,1267,358.32,392.32,Label21,7.87,8,8,Raffael
16491,RW,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,1159,1295,543.32,434.32,Label46,14.37,12,8,I. Traore
16491,RW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,1159,1295,543.32,434.32,Label46,14.37,12,8,I. Traore
16491,RW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,1159,1295,543.32,434.32,Label46,14.37,12,8,I. Traore
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,983,1237,316.32,355.32,Label68,20.68,7,8,Raffael
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,983,1237,316.32,355.32,Label68,20.68,7,8,Raffael
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,983,1237,316.32,355.32,Label68,20.68,7,8,Raffael
205485,RCM,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,314,91,493.32,451.32,Label42,18.27,9,9,M. Dahoud
205485,RCM,UDARAC,UDARAC U OKVIR,LOS,0,0,314,91,493.32,451.32,Label42,18.27,9,9,M. Dahoud
205485,RCM,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,314,91,493.32,451.32,Label42,18.27,9,9,M. Dahoud
205485,RCM,UDARAC,UDARAC U OKVIR,ZONA,0,0,314,91,493.32,451.32,Label42,18.27,9,9,M. Dahoud
39479,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,129,64,434.32,473.32,Label56,6.2,5,9,L. Stindl
39479,RCF,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,129,64,434.32,473.32,Label56,6.2,5,9,L. Stindl
16087,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,254,77,214.32,369.32,Label51,19.46,1,5,H. Nordtveit
16087,LCM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,254,77,214.32,369.32,Label51,19.46,1,5,H. Nordtveit
16087,LCM,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,254,77,214.32,369.32,Label51,19.46,1,5,H. Nordtveit
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,307,101,316.32,355.32,Label96,16.88,5,5,Raffael
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,307,101,316.32,355.32,Label96,16.88,5,5,Raffael
11500,LCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,307,101,316.32,355.32,Label96,16.88,5,5,Raffael
16491,RW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,275,91,561.32,476.32,Label4,16.48,9,9,I. Traore
16491,RW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,275,91,561.32,476.32,Label4,16.48,9,9,I. Traore
16491,RW,UDARAC,UDARAC U OKVIR,ZONA,0,0,275,91,561.32,476.32,Label4,16.48,9,9,I. Traore
11500,LCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,172,85,487.32,446.32,Label20,7.82,9,5,Raffael
11500,LCF,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,172,85,487.32,446.32,Label20,7.82,9,5,Raffael
205485,RCM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,355,80,301.32,404.32,Label106,23.79,6,5,M. Dahoud
205485,RCM,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,355,80,301.32,404.32,Label106,23.79,6,5,M. Dahoud
