id_utakmice,id_igraca,tim,domaci,gosti,id_domaci,id_gosti,broj_akcija
6681,1802,home,Eintracht Frankfurt,Hamburger SV,10347,10419,94
6450,1802,home,Eintracht Frankfurt,SV Werder Bremen,10347,10677,94
6681,1802,home,Eintracht Frankfurt,Hamburger SV,10347,10419,94
6450,1802,home,Eintracht Frankfurt,SV Werder Bremen,10347,10677,94
6462,1807,away,Borussia Mgladbach,SV Darmstadt 98,10307,10329,6
6261,1818,away,Borussia Mgladbach,FC Ingolstadt 04,10307,10453,93
6258,1819,home,TSG 1899 Hoffenheim,Eintracht Frankfurt,10442,10347,60
6258,1819,home,TSG 1899 Hoffenheim,Eintracht Frankfurt,10442,10347,60
6364,1819,home,TSG 1899 Hoffenheim,Borussia Mgladbach,10442,10307,116
6364,1819,home,TSG 1899 Hoffenheim,Borussia Mgladbach,10442,10307,116
6652,1882,away,Hamburger SV,Borussia Mgladbach,10419,10307,11
6652,1882,away,Hamburger SV,Borussia Mgladbach,10419,10307,11
6681,1882,away,Eintracht Frankfurt,Hamburger SV,10347,10419,80
6681,1882,away,Eintracht Frankfurt,Hamburger SV,10347,10419,80
6681,1882,home,Eintracht Frankfurt,Hamburger SV,10347,10419,13
6681,1882,home,Eintracht Frankfurt,Hamburger SV,10347,10419,13
6652,1882,home,Hamburger SV,Borussia Mgladbach,10419,10307,87
6652,1882,home,Hamburger SV,Borussia Mgladbach,10419,10307,87
6364,1892,home,TSG 1899 Hoffenheim,Borussia Mgladbach,10442,10307,89
6364,1892,home,TSG 1899 Hoffenheim,Borussia Mgladbach,10442,10307,89
6258,1892,home,TSG 1899 Hoffenheim,Eintracht Frankfurt,10442,10347,149
6258,1892,home,TSG 1899 Hoffenheim,Eintracht Frankfurt,10442,10347,149
6308,1897,away,Eintracht Frankfurt,Bayer 04 Leverkusen,10347,10281,46
6308,1897,away,Eintracht Frankfurt,Bayer 04 Leverkusen,10347,10281,46
6418,1897,home,Bayer 04 Leverkusen,Borussia Mgladbach,10281,10307,115
6418,1897,home,Bayer 04 Leverkusen,Borussia Mgladbach,10281,10307,115
6418,1938,home,Bayer 04 Leverkusen,Borussia Mgladbach,10281,10307,56
6755,1939,away,Borussia Mgladbach,VfB Stuttgart,10307,10646,61
6755,1939,away,Borussia Mgladbach,VfB Stuttgart,10307,10646,61
6609,1939,away,Eintracht Frankfurt,VfB Stuttgart,10347,10646,109
6609,1939,away,Eintracht Frankfurt,VfB Stuttgart,10347,10646,109
6385,1970,away,Borussia Mgladbach,FC Bayern Munchen,10307,10285,102
6385,1970,home,Borussia Mgladbach,FC Bayern Munchen,10307,10285,13
6385,1975,away,Borussia Mgladbach,FC Bayern Munchen,10307,10285,169
6258,1992,home,TSG 1899 Hoffenheim,Eintracht Frankfurt,10442,10347,63
6573,2003,home,FC Augsburg,Eintracht Frankfurt,10269,10347,12
6603,2022,away,Borussia Mgladbach,SV Werder Bremen,10307,10677,92
6603,2022,away,Borussia Mgladbach,SV Werder Bremen,10307,10677,92
6450,2022,away,Eintracht Frankfurt,SV Werder Bremen,10347,10677,94
6450,2022,away,Eintracht Frankfurt,SV Werder Bremen,10347,10677,94
6307,2025,away,Borussia Mgladbach,Hannover 96,10307,10423,102
6681,2034,away,Eintracht Frankfurt,Hamburger SV,10347,10419,126
6681,2034,away,Eintracht Frankfurt,Hamburger SV,10347,10419,126
6652,2034,home,Hamburger SV,Borussia Mgladbach,10419,10307,101
6652,2034,home,Hamburger SV,Borussia Mgladbach,10419,10307,101
6755,2037,away,Borussia Mgladbach,VfB Stuttgart,10307,10646,92
6553,2039,away,Eintracht Frankfurt,VfL Wolfsburg,10347,10653,117
6553,2039,home,Eintracht Frankfurt,VfL Wolfsburg,10347,10653,2
6450,2054,away,Eintracht Frankfurt,SV Werder Bremen,10347,10677,95
6450,2054,away,Eintracht Frankfurt,SV Werder Bremen,10347,10677,95
6603,2054,away,Borussia Mgladbach,SV Werder Bremen,10307,10677,101
6603,2054,away,Borussia Mgladbach,SV Werder Bremen,10307,10677,101
6573,2122,home,FC Augsburg,Eintracht Frankfurt,10269,10347,112
6573,2122,home,FC Augsburg,Eintracht Frankfurt,10269,10347,112
6725,2122,home,FC Augsburg,Borussia Mgladbach,10269,10307,117
6725,2122,home,FC Augsburg,Borussia Mgladbach,10269,10307,117
6730,2179,away,Eintracht Frankfurt,FC Schalke 04,10347,10576,34
6347,2183,away,Borussia Mgladbach,Sevilla CF,10307,16175,69
6725,2324,home,FC Augsburg,Borussia Mgladbach,10269,10307,103
6725,2324,home,FC Augsburg,Borussia Mgladbach,10269,10307,103
6573,2324,home,FC Augsburg,Eintracht Frankfurt,10269,10347,108
6573,2324,home,FC Augsburg,Eintracht Frankfurt,10269,10347,108
6462,2454,away,Borussia Mgladbach,SV Darmstadt 98,10307,10329,55
6462,2454,away,Borussia Mgladbach,SV Darmstadt 98,10307,10329,55
