ID,gameID,actionStartTime,actionEndTime,actionID,bindedActionID,actionOptionID,playerID,actionIDNaziv,bindedActionIDN,actionOptionIDN,targetPlayerID,playerPositionIDN,targetPositionIDN,touchNumber,playerTeam,actionPosX1,actionPosX2,actionPosY1,actionPosY2,goalZone,distance,refPositionX,refPositionY,startPossTime,endPossTime,gameTimeSection,playerPositionID,targetPositionID,awayTeamSide,action_duration,poss_duration,start_sector,end_sector,ref_sector,domaci,gosti,domaciFormacija,gostiFormacija,gameDate,gameTime,stadium,referee,climate,luna,temperature,viewers,domaciID,gostiID,homeTeamFormacijaID,awayTeamFormacijaID,Pogodaka_domaci,Score_domaci,Pogodaka_gosti,Score_gosti,Assignments
6257136,6258,332.83,334.4,247,0,0,196661,TOCNO DODAVANJE,0,0,44079,LW,LCM,2,away,571,647,159.32,286.32,,12.48,0,0.0,332.83,333.69,FirstHalf,20,15,left,1.57,0.86,2,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257137,6258,334.4,336.05,247,0,0,44079,TOCNO DODAVANJE,0,0,39442,LCM,RCB,1,away,641,437,301.32,498.32,,23.53,0,0.0,334.4,334.82,FirstHalf,15,14,left,1.65,0.42,6,10,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257143,6258,345.06,350.48,247,0,0,39442,TOCNO DODAVANJE,0,0,21022,RCB,LCB,4,away,468,552,521.32,110.32,,35.86,0,0.0,345.06,347.57,FirstHalf,14,13,left,5.42,2.51,10,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257145,6258,350.0,353.45,247,0,0,21022,TOCNO DODAVANJE,0,0,196633,LCB,LB,2,away,552,870,273.32,71.32,,30.86,0,0.0,350.0,351.77,FirstHalf,13,2,left,3.45,1.77,6,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257166,6258,415.87,417.75,248,0,0,196633,NETOCNO DODAVANJE,0,0,38433,LB,RCM,2,away,314,588,60.32,276.32,,28.76,0,0.0,415.87,417.18,FirstHalf,2,16,left,1.88,1.31,1,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257167,6258,415.87,417.75,15,248,248,196633,LOPTA PO ZRAKU,NETOCNO DODAVANJE,NETOCNO DODAVANJE,38433,LB,RCM,2,away,314,588,60.32,276.32,,28.76,0,0.0,415.87,417.18,FirstHalf,2,16,left,1.88,1.31,1,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257194,6258,419.44,421.69,115,31,31,8570,OBRANA NISKO,UDARAC U OKVIR,UDARAC U OKVIR,0,GK,0,2,home,384,83,274.32,412.32,Label41,26.92,0,0.0,419.44,421.22,FirstHalf,1,0,left,2.25,1.78,6,5,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257196,6258,419.44,421.69,274,31,31,8570,OBRANA RUKOM,UDARAC U OKVIR,UDARAC U OKVIR,0,GK,0,2,home,384,83,274.32,412.32,Label41,26.92,0,0.0,419.44,421.22,FirstHalf,1,0,left,2.25,1.78,6,5,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257198,6258,419.44,421.69,275,31,31,8570,UHVACENA LOPTA,UDARAC U OKVIR,UDARAC U OKVIR,0,GK,0,2,home,384,83,274.32,412.32,Label41,26.92,0,0.0,419.44,421.22,FirstHalf,1,0,left,2.25,1.78,6,5,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257203,6258,422.18,433.02,247,0,0,8570,TOCNO DODAVANJE,0,0,39442,GK,RCB,2,away,160,276,414.32,616.32,,19.66,0,0.0,422.18,431.43,FirstHalf,1,14,left,10.84,9.25,5,9,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257207,6258,437.41,440.56,247,0,0,39442,TOCNO DODAVANJE,0,0,21022,RCB,LCB,2,away,322,304,576.32,300.32,,23.7,0,0.0,437.41,438.69,FirstHalf,14,13,left,3.15,1.28,9,5,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257210,6258,440.46,442.88,247,0,0,21022,TOCNO DODAVANJE,0,0,196661,LCB,LW,2,away,321,499,349.32,175.32,,20.66,0,0.0,440.46,441.12,FirstHalf,13,20,left,2.42,0.66,5,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257213,6258,442.88,445.14,247,0,0,196661,TOCNO DODAVANJE,0,0,196633,LW,LB,2,away,522,648,156.32,64.32,,12.83,0,0.0,442.88,444.15,FirstHalf,20,2,left,2.26,1.27,2,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257219,6258,445.14,451.95,247,0,0,196633,TOCNO DODAVANJE,0,0,21022,LB,LCB,7,away,666,498,75.32,287.32,,22.63,0,0.0,445.14,450.25,FirstHalf,2,13,left,6.81,5.11,2,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257221,6258,451.95,454.52,247,0,0,21022,TOCNO DODAVANJE,0,0,196661,LCB,LW,2,away,575,428,131.32,138.32,,11.82,0,0.0,451.95,453.06,FirstHalf,13,20,left,2.57,1.11,2,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257222,6258,454.52,457.33,247,0,0,196661,TOCNO DODAVANJE,0,0,39442,LW,RCB,2,away,426,434,157.32,591.32,,37.2,0,0.0,454.52,456.02,FirstHalf,20,14,left,2.81,1.5,2,10,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257271,6258,497.29,498.0,247,0,0,196633,TOCNO DODAVANJE,0,0,21022,LB,LCB,1,away,859,643,25.32,171.32,,21.39,0,0.0,497.29,497.48,FirstHalf,2,13,left,0.71,0.19,3,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257272,6258,497.29,498.0,211,247,247,196633,NIJE IZGUBLJENA,TOCNO DODAVANJE,TOCNO DODAVANJE,21022,LB,LCB,1,away,859,643,25.32,171.32,,21.39,0,0.0,497.29,497.48,FirstHalf,2,13,left,0.71,0.19,3,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257274,6258,498.0,500.98,247,0,0,21022,TOCNO DODAVANJE,0,0,44079,LCB,LCM,3,away,652,769,189.32,210.32,,9.57,0,0.0,498.0,499.47,FirstHalf,13,15,left,2.98,1.47,2,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257275,6258,500.98,503.37,247,0,0,44079,TOCNO DODAVANJE,0,0,196633,LCM,LB,2,away,787,753,206.32,69.32,,12.05,0,0.0,500.98,501.87,FirstHalf,15,2,left,2.39,0.89,3,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257276,6258,503.37,505.4,247,0,0,196633,TOCNO DODAVANJE,0,0,21022,LB,LCB,2,away,729,479,62.32,285.32,,27.72,0,0.0,503.37,504.3,FirstHalf,2,13,left,2.03,0.93,3,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257278,6258,505.4,508.09,247,0,0,21022,TOCNO DODAVANJE,0,0,39442,LCB,RCB,2,away,474,479,298.32,539.32,,20.66,0,0.0,505.4,506.51,FirstHalf,13,14,left,2.69,1.11,6,10,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257279,6258,508.09,511.69,247,0,0,39442,TOCNO DODAVANJE,0,0,21022,RCB,LCB,3,away,485,509,546.32,301.32,,21.08,0,0.0,508.09,509.78,FirstHalf,14,13,left,3.6,1.69,10,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257282,6258,511.69,514.54,247,0,0,21022,TOCNO DODAVANJE,0,0,44079,LCB,LCM,2,away,512,618,293.32,117.32,,17.32,0,0.0,511.69,511.97,FirstHalf,13,15,left,2.85,0.28,6,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257351,6258,546.26,549.69,247,0,0,39442,TOCNO DODAVANJE,0,0,196633,RCB,LB,3,away,620,717,397.32,79.32,,28.34,0,0.0,546.26,547.58,FirstHalf,14,2,left,3.43,1.32,6,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257353,6258,549.69,553.5,247,0,0,196633,TOCNO DODAVANJE,0,0,21022,LB,LCB,4,away,717,520,70.32,204.32,,19.55,0,0.0,549.69,552.41,FirstHalf,2,13,left,3.81,2.72,3,2,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257365,6258,557.64,557.64,7,0,341,16520,DUEL IGRACA,0,DOBIVEN DUEL - U ZRAKU,198668,RW,LB,0,away,930,0,689.32,0.0,,0.0,0,0.0,557.64,557.64,FirstHalf,21,2,left,0.0,0.0,15,0,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257560,6258,686.43,688.15,247,0,0,39442,TOCNO DODAVANJE,0,0,21022,RCB,LCB,2,away,503,506,532.32,236.32,,25.37,0,0.0,686.43,687.17,FirstHalf,14,13,left,1.72,0.74,10,6,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257562,6258,688.15,691.9,247,0,0,21022,TOCNO DODAVANJE,0,0,196633,LCB,LB,3,away,529,772,222.32,74.32,,23.28,0,0.0,688.15,690.12,FirstHalf,13,2,left,3.75,1.97,2,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
6257564,6258,691.9,693.57,247,0,0,196633,TOCNO DODAVANJE,0,0,196661,LB,LW,1,away,777,718,80.32,142.32,,7.12,0,0.0,691.9,693.1,FirstHalf,2,20,left,1.67,1.2,3,3,0,TSG 1899 Hoffenheim,Eintracht Frankfurt,442,4411,2015.11.07 00:00:00,15:30:00,Wirsol Rhein-Neckar-Arena,24,Vedro,Dan,12,30150,10442,10347,20,16,0,1,0,1,1.0
