,actionPosX1,actionPosX2,actionPosY1,actionPosY2
174,527.0,463.0,203.32,150.32
175,464.0,422.0,285.32,624.32
176,592.0,605.0,240.32,554.32
177,625.0,553.0,391.32,193.32
178,760.0,812.0,515.32,111.32
179,637.0,609.0,260.32,221.32
180,230.0,235.0,466.32,484.32
181,487.0,400.0,271.32,276.32
182,299.0,941.0,764.32,776.32
183,701.0,933.0,640.32,486.32
184,415.0,665.0,761.32,682.32
185,552.0,613.0,710.32,596.32
186,529.0,796.0,809.32,612.32
187,1109.0,1076.0,755.32,777.32
188,718.0,1177.0,811.32,746.32
189,145.0,174.0,715.32,777.32
190,344.0,591.0,815.32,726.32
191,803.0,905.0,759.32,772.32
192,443.0,128.0,778.32,687.32
193,536.0,754.0,785.32,737.32
194,612.0,604.0,609.32,458.32
195,403.0,126.0,696.32,478.32
196,1267.0,1167.0,756.32,314.32
197,1042.0,980.0,594.32,402.32
198,647.0,823.0,755.32,75.32
199,875.0,909.0,505.32,440.32
200,1079.0,1082.0,772.32,709.32
201,1236.0,1171.0,693.32,388.32
202,526.0,446.0,717.32,637.32
203,947.0,1249.0,777.32,640.32
204,851.0,802.0,815.32,681.32
205,1109.0,1115.0,614.32,521.32
206,1183.0,1192.0,818.32,703.32
207,949.0,1182.0,725.32,646.32
208,693.0,751.0,275.32,237.32
209,416.0,478.0,639.32,769.32
210,822.0,985.0,274.32,251.32
211,716.0,574.0,620.32,714.32
212,684.0,617.0,417.32,426.32
213,738.0,633.0,175.32,88.32
214,370.0,467.0,586.32,780.32
215,431.0,460.0,579.32,602.32
216,397.0,591.0,554.32,559.32
217,458.0,529.0,553.32,774.32
218,491.0,528.0,583.32,768.32
219,540.0,734.0,393.32,291.32
220,496.0,377.0,563.32,605.32
221,409.0,401.0,393.32,228.32
222,385.0,452.0,436.32,728.32
223,373.0,367.0,453.32,373.32
224,484.0,780.0,284.32,255.32
225,441.0,445.0,739.32,727.32
226,752.0,670.0,749.32,742.32
227,482.0,438.0,749.32,751.32
228,527.0,506.0,296.32,238.32
229,163.0,488.0,185.32,67.32
230,464.0,598.0,40.32,60.32
231,829.0,757.0,209.32,219.32
232,333.0,385.0,234.32,364.32
233,710.0,1032.0,69.32,448.32
234,759.0,827.0,62.32,158.32
235,711.0,548.0,63.32,87.32
236,733.0,858.0,323.32,77.32
237,476.0,559.0,239.32,354.32
238,275.0,200.0,158.32,216.32
239,603.0,480.0,220.32,275.32
240,397.0,280.0,572.32,752.32
241,370.0,798.0,646.32,646.32
242,483.0,566.0,582.32,657.32
243,485.0,524.0,500.32,687.32
244,365.0,414.0,589.32,758.32
245,613.0,847.0,624.32,718.32
246,494.0,242.0,603.32,502.32
247,352.0,211.0,759.32,570.32
248,373.0,339.0,753.32,594.32
249,479.0,403.0,769.32,599.32
250,570.0,490.0,765.32,578.32
251,191.0,587.0,391.32,257.32
252,410.0,457.0,567.32,546.32
253,453.0,224.0,259.32,459.32
254,359.0,245.0,473.32,538.32
255,409.0,523.0,764.32,780.32
256,151.0,246.0,274.32,120.32
257,539.0,531.0,533.32,781.32
258,210.0,341.0,520.32,656.32
259,365.0,449.0,638.32,732.32
260,342.0,480.0,594.32,757.32
261,350.0,331.0,604.32,271.32
262,294.0,204.0,766.32,550.32
263,379.0,384.0,622.32,485.32
264,383.0,385.0,661.32,540.32
265,419.0,217.0,731.32,581.32
266,243.0,329.0,462.32,434.32
267,142.0,140.0,408.32,211.32
268,510.0,573.0,607.32,622.32
269,388.0,396.0,518.32,716.32
270,548.0,473.0,600.32,359.32
271,149.0,82.0,624.32,587.32
272,108.0,504.0,622.32,556.32
273,626.0,973.0,675.32,571.32
274,394.0,260.0,621.32,637.32
275,657.0,757.0,639.32,751.32
276,844.0,895.0,598.32,493.32
277,336.0,222.0,639.32,557.32
278,421.0,814.0,420.32,513.32
279,298.0,384.0,252.32,104.32
280,406.0,346.0,269.32,412.32
281,228.0,312.0,314.32,296.32
282,522.0,488.0,661.32,603.32
283,489.0,445.0,730.32,739.32
284,395.0,465.0,709.32,621.32
285,418.0,548.0,744.32,744.32
286,563.0,866.0,801.32,755.32
287,664.0,688.0,742.32,739.32
288,765.0,869.0,805.32,717.32
289,805.0,777.0,782.32,665.32
290,627.0,438.0,814.32,659.32
291,218.0,456.0,801.32,766.32
292,838.0,977.0,801.32,716.32
293,711.0,626.0,702.32,454.32
294,434.0,496.0,749.32,783.32
295,961.0,805.0,759.32,722.32
296,306.0,523.0,797.32,702.32
297,368.0,378.0,359.32,627.32
298,247.0,343.0,431.32,349.32
299,535.0,421.0,533.32,372.32
300,590.0,606.0,98.32,75.32
