,playerID,targetPlayerID,actionPosX1,actionPosX2,actionPosY1,actionPosY2
0,16087.0,204427.0,1239.0,1135.0,356.32,306.32
1,16087.0,204427.0,1123.0,1102.0,677.32,609.32
2,16087.0,198668.0,1109.0,800.0,462.32,374.32
3,16087.0,196781.0,786.0,775.0,133.32,110.32
4,16087.0,136144.0,597.0,411.0,329.32,128.32
5,16087.0,196781.0,1009.0,962.0,102.32,138.32
6,16087.0,123620.0,454.0,301.0,423.32,443.32
7,16087.0,196658.0,786.0,108.0,476.32,411.32
8,16087.0,29434.0,798.0,616.0,601.32,525.32
9,16087.0,39466.0,854.0,415.0,297.32,480.32
10,16087.0,205987.0,1211.0,1078.0,369.32,439.32
11,16087.0,115078.0,937.0,889.0,287.32,256.32
12,16087.0,97021.0,906.0,660.0,553.32,246.32
13,16087.0,205987.0,934.0,662.0,490.32,597.32
14,16087.0,97021.0,953.0,559.0,255.32,115.32
15,16087.0,113769.0,488.0,368.0,579.32,564.32
16,16087.0,74560.0,866.0,560.0,578.32,697.32
17,16087.0,115078.0,180.0,143.0,485.32,443.32
18,206309.0,201366.0,570.0,96.0,166.32,98.32
19,206309.0,102537.0,1025.0,1026.0,578.32,681.32
20,206309.0,198668.0,1135.0,1224.0,123.32,111.32
21,206309.0,109708.0,837.0,495.0,548.32,572.32
22,206309.0,156937.0,1178.0,1175.0,217.32,198.32
23,206309.0,156937.0,1030.0,1134.0,261.32,342.32
24,206309.0,29434.0,567.0,394.0,84.32,130.32
25,206309.0,196658.0,755.0,193.0,173.32,203.32
26,206309.0,54894.0,1167.0,1168.0,504.32,527.32
27,206309.0,136144.0,891.0,498.0,93.32,138.32
28,206309.0,196781.0,926.0,902.0,293.32,254.32
29,206309.0,123620.0,738.0,320.0,257.32,369.32
30,206309.0,74560.0,836.0,442.0,380.32,726.32
31,206309.0,2034.0,1007.0,988.0,291.32,291.32
32,206309.0,57544.0,756.0,690.0,203.32,196.32
33,206309.0,113769.0,818.0,581.0,275.32,325.32
34,206309.0,1665.0,1164.0,1143.0,91.32,81.32
35,206309.0,205987.0,781.0,701.0,263.32,320.32
36,206309.0,115078.0,1109.0,1168.0,398.32,197.32
37,206309.0,48626.0,929.0,706.0,287.32,325.32
38,11341.0,1892.0,1241.0,733.0,272.32,352.32
