,actionPosX1,actionPosX2,actionPosY1,actionPosY2
172,554.0,579.0,215.32,246.32
173,808.0,959.0,82.32,101.32
174,619.0,557.0,69.32,89.32
175,564.0,599.0,72.32,235.32
176,506.0,565.0,134.32,125.32
177,591.0,594.0,96.32,220.32
178,968.0,884.0,60.32,148.32
179,757.0,689.0,300.32,127.32
180,754.0,777.0,255.32,233.32
181,537.0,409.0,84.32,163.32
182,307.0,78.0,195.32,237.32
183,711.0,557.0,233.32,287.32
184,700.0,693.0,288.32,319.32
185,685.0,628.0,130.32,232.32
186,64.0,247.0,154.32,777.32
187,531.0,472.0,104.32,66.32
188,1021.0,1031.0,365.32,463.32
189,559.0,557.0,322.32,379.32
190,754.0,673.0,633.32,709.32
191,595.0,493.0,593.32,577.32
192,778.0,792.0,505.32,592.32
193,526.0,392.0,595.32,782.32
194,764.0,693.0,328.32,280.32
195,758.0,856.0,361.32,317.32
196,931.0,940.0,334.32,240.32
197,835.0,838.0,298.32,461.32
198,716.0,692.0,623.32,747.32
199,797.0,808.0,284.32,117.32
200,583.0,286.0,190.32,129.32
201,858.0,666.0,585.32,560.32
202,819.0,823.0,378.32,210.32
203,625.0,565.0,61.32,143.32
204,1077.0,1190.0,245.32,290.32
205,999.0,743.0,263.32,585.32
206,446.0,245.0,44.32,145.32
207,595.0,423.0,46.32,73.32
208,135.0,177.0,37.32,167.32
209,1043.0,810.0,89.32,83.32
210,815.0,626.0,32.32,78.32
211,1148.0,850.0,234.32,768.32
212,443.0,260.0,119.32,64.32
213,653.0,510.0,61.32,131.32
214,273.0,285.0,30.32,107.32
215,1007.0,697.0,100.32,253.32
216,929.0,895.0,34.32,149.32
217,930.0,640.0,796.32,751.32
218,1040.0,1188.0,502.32,414.32
219,936.0,884.0,669.32,590.32
220,611.0,473.0,805.32,757.32
221,470.0,456.0,764.32,713.32
222,1194.0,1269.0,161.32,404.32
223,1210.0,1080.0,384.32,357.32
224,873.0,764.0,307.32,268.32
225,903.0,1091.0,225.32,349.32
226,929.0,956.0,345.32,535.32
227,896.0,946.0,298.32,553.32
228,879.0,934.0,254.32,510.32
229,1045.0,972.0,293.32,338.32
230,713.0,785.0,448.32,561.32
231,770.0,694.0,284.32,66.32
232,823.0,720.0,300.32,481.32
233,762.0,670.0,268.32,90.32
234,969.0,1168.0,217.32,316.32
235,751.0,592.0,416.32,110.32
236,818.0,898.0,229.32,525.32
237,847.0,851.0,315.32,551.32
238,1190.0,1007.0,334.32,255.32
239,1138.0,1108.0,319.32,281.32
240,1025.0,1001.0,358.32,329.32
241,908.0,928.0,327.32,583.32
242,945.0,776.0,310.32,235.32
243,1154.0,991.0,272.32,66.32
244,414.0,470.0,259.32,525.32
245,734.0,608.0,208.32,128.32
246,813.0,634.0,250.32,95.32
247,625.0,647.0,188.32,146.32
248,449.0,411.0,146.32,66.32
249,884.0,1045.0,154.32,102.32
