,actionPosX1,actionPosX2,actionPosY1,actionPosY2
262,1062.0,1007.0,348.32,174.32
263,1068.0,788.0,292.32,67.32
264,1140.0,1084.0,338.32,716.32
265,1208.0,1111.0,447.32,675.32
266,1110.0,968.0,459.32,418.32
267,1147.0,963.0,455.32,555.32
268,987.0,844.0,501.32,662.32
269,1082.0,1037.0,549.32,678.32
270,1012.0,914.0,362.32,195.32
271,1203.0,995.0,426.32,154.32
272,1150.0,1093.0,558.32,400.32
273,912.0,860.0,358.32,268.32
274,1149.0,949.0,507.32,106.32
275,1148.0,1098.0,437.32,215.32
276,1221.0,1144.0,463.32,681.32
277,1126.0,1047.0,355.32,183.32
278,1217.0,1142.0,370.32,168.32
279,1249.0,1135.0,428.32,151.32
280,1106.0,942.0,312.32,136.32
281,1109.0,1001.0,433.32,299.32
282,1054.0,987.0,485.32,197.32
283,1046.0,907.0,407.32,340.32
284,1045.0,964.0,405.32,646.32
285,1126.0,946.0,245.32,248.32
286,1148.0,934.0,329.32,352.32
287,1083.0,951.0,418.32,654.32
288,669.0,657.0,416.32,403.32
289,506.0,462.0,229.32,221.32
290,283.0,253.0,293.32,258.32
291,767.0,704.0,408.32,143.32
292,65.0,149.0,43.32,134.32
293,365.0,259.0,38.32,132.32
294,280.0,198.0,289.32,173.32
295,391.0,384.0,81.32,128.32
296,375.0,184.0,97.32,82.32
297,418.0,511.0,291.32,312.32
298,491.0,411.0,176.32,110.32
299,405.0,318.0,289.32,405.32
300,450.0,460.0,586.32,376.32
301,449.0,349.0,262.32,318.32
302,593.0,424.0,491.32,664.32
303,385.0,455.0,223.32,232.32
304,378.0,489.0,555.32,522.32
305,498.0,444.0,273.32,332.32
306,722.0,307.0,376.32,243.32
307,572.0,541.0,620.32,720.32
308,327.0,407.0,730.32,648.32
309,524.0,605.0,689.32,709.32
310,507.0,565.0,746.32,648.32
311,697.0,754.0,443.32,711.32
312,890.0,835.0,276.32,376.32
313,538.0,514.0,176.32,119.32
314,426.0,473.0,102.32,71.32
315,462.0,437.0,116.32,267.32
