,gameID,actionID,away,home,totalActions,awayTeam,homeTeam
260,6364,6,6.0,8.0,14.0,Borussia Mgladbach,TSG 1899 Hoffenheim
261,6364,7,21.0,26.0,47.0,Borussia Mgladbach,TSG 1899 Hoffenheim
262,6364,10,1.0,2.0,3.0,Borussia Mgladbach,TSG 1899 Hoffenheim
263,6364,11,6.0,17.0,23.0,Borussia Mgladbach,TSG 1899 Hoffenheim
264,6364,12,0.0,6.0,6.0,Borussia Mgladbach,TSG 1899 Hoffenheim
265,6364,13,8.0,6.0,14.0,Borussia Mgladbach,TSG 1899 Hoffenheim
266,6364,15,101.0,94.0,195.0,Borussia Mgladbach,TSG 1899 Hoffenheim
267,6364,17,24.0,22.0,46.0,Borussia Mgladbach,TSG 1899 Hoffenheim
268,6364,18,18.0,27.0,45.0,Borussia Mgladbach,TSG 1899 Hoffenheim
269,6364,19,55.0,26.0,81.0,Borussia Mgladbach,TSG 1899 Hoffenheim
270,6364,21,0.0,1.0,1.0,Borussia Mgladbach,TSG 1899 Hoffenheim
271,6364,22,10.0,14.0,24.0,Borussia Mgladbach,TSG 1899 Hoffenheim
272,6364,23,6.0,10.0,16.0,Borussia Mgladbach,TSG 1899 Hoffenheim
273,6364,26,0.0,1.0,1.0,Borussia Mgladbach,TSG 1899 Hoffenheim
274,6364,30,50.0,52.0,102.0,Borussia Mgladbach,TSG 1899 Hoffenheim
275,6364,31,8.0,6.0,14.0,Borussia Mgladbach,TSG 1899 Hoffenheim
276,6364,32,7.0,4.0,11.0,Borussia Mgladbach,TSG 1899 Hoffenheim
277,6364,33,1.0,2.0,3.0,Borussia Mgladbach,TSG 1899 Hoffenheim
278,6364,52,1.0,0.0,1.0,Borussia Mgladbach,TSG 1899 Hoffenheim
279,6364,63,0.0,2.0,2.0,Borussia Mgladbach,TSG 1899 Hoffenheim
280,6364,64,0.0,2.0,2.0,Borussia Mgladbach,TSG 1899 Hoffenheim
281,6364,65,7.0,2.0,9.0,Borussia Mgladbach,TSG 1899 Hoffenheim
282,6364,75,4.0,1.0,5.0,Borussia Mgladbach,TSG 1899 Hoffenheim
283,6364,79,1.0,0.0,1.0,Borussia Mgladbach,TSG 1899 Hoffenheim
284,6364,80,0.0,2.0,2.0,Borussia Mgladbach,TSG 1899 Hoffenheim
285,6364,114,0.0,1.0,1.0,Borussia Mgladbach,TSG 1899 Hoffenheim
286,6364,115,3.0,2.0,5.0,Borussia Mgladbach,TSG 1899 Hoffenheim
287,6364,117,2.0,1.0,3.0,Borussia Mgladbach,TSG 1899 Hoffenheim
288,6364,118,0.0,2.0,2.0,Borussia Mgladbach,TSG 1899 Hoffenheim
289,6364,156,3.0,3.0,6.0,Borussia Mgladbach,TSG 1899 Hoffenheim
290,6364,211,104.0,115.0,219.0,Borussia Mgladbach,TSG 1899 Hoffenheim
291,6364,212,3.0,2.0,5.0,Borussia Mgladbach,TSG 1899 Hoffenheim
292,6364,213,19.0,10.0,29.0,Borussia Mgladbach,TSG 1899 Hoffenheim
293,6364,214,0.0,2.0,2.0,Borussia Mgladbach,TSG 1899 Hoffenheim
294,6364,218,34.0,39.0,73.0,Borussia Mgladbach,TSG 1899 Hoffenheim
295,6364,232,27.0,25.0,52.0,Borussia Mgladbach,TSG 1899 Hoffenheim
296,6364,247,625.0,244.0,869.0,Borussia Mgladbach,TSG 1899 Hoffenheim
297,6364,248,163.0,168.0,331.0,Borussia Mgladbach,TSG 1899 Hoffenheim
298,6364,260,6.0,8.0,14.0,Borussia Mgladbach,TSG 1899 Hoffenheim
299,6364,261,10.0,13.0,23.0,Borussia Mgladbach,TSG 1899 Hoffenheim
300,6364,262,3.0,5.0,8.0,Borussia Mgladbach,TSG 1899 Hoffenheim
301,6364,274,5.0,3.0,8.0,Borussia Mgladbach,TSG 1899 Hoffenheim
302,6364,275,8.0,7.0,15.0,Borussia Mgladbach,TSG 1899 Hoffenheim
303,6364,320,4.0,6.0,10.0,Borussia Mgladbach,TSG 1899 Hoffenheim
304,6364,342,3.0,2.0,5.0,Borussia Mgladbach,TSG 1899 Hoffenheim
305,6364,343,1.0,2.0,3.0,Borussia Mgladbach,TSG 1899 Hoffenheim
