playerID,name
16087,H. Nordtveit
206309,A. Christensen
11341,Y. Sommer
11500,Raffael
16894,F. Johnson
4610,O. Wendt
39479,L. Stindl
205485,M. Dahoud
205180,N. Elvedi
102647,G. Xhaka
156709,T. Hazard
115078,J. Drmic
126631,J. Korb
16491,I. Traore
127794,M. Hinteregger
185121,J. Hofmann
175582,B. Hrgota
206094,M. Schulz
101192,P. Herrmann
16901,R. Brouwers
65256,T. Jantschke
4613,M. Stranzl
66692,A. Dominguez
