ID,gameID,actionStartTime,actionEndTime,actionID,bindedActionID,actionOptionID,playerID,playerPositionID,playerPositionIDN,actionIDNaziv,bindedActionIDN,actionOptionIDN,targetPlayerID,targetPositionID,targetPositionIDN,touchNumber,playerTeam,actionPosX1,actionPosX2,actionPosY1,actionPosY2,goalZone,distance,refPositionX,refPositionY,startPossTime,endPossTime,gameTimeSection,awayTeamSide,action_duration,poss_duration,start_sector,end_sector,ref_sector,domaci,gosti,domaciFormacija,gostiFormacija,gameDate,gameTime,stadium,referee,climate,luna,temperature,viewers,domaciID,gostiID,homeTeamFormacijaID,awayTeamFormacijaID,Pogodaka_domaci,Score_domaci,Pogodaka_gosti,Score_gosti,Assignments
6258219,6261,327.74,329.52,247,0,0,205485,16,RCM,TOCNO DODAVANJE,0,0,16894,20,LW,2,home,540,553,288.32,226.32,,5.41,0,0.0,327.74,328.92,FirstHalf,right,1.78,1.18,6,6,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258226,6261,329.52,331.42,248,0,0,16894,20,LW,NETOCNO DODAVANJE,0,0,37911,8,CDM,1,home,552,700,213.32,306.32,,14.31,0,0.0,329.52,329.59,FirstHalf,right,1.9,0.07,2,6,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258228,6261,329.52,331.42,15,248,248,16894,20,LW,LOPTA PO ZRAKU,NETOCNO DODAVANJE,NETOCNO DODAVANJE,37911,8,CDM,1,home,552,700,213.32,306.32,,14.31,0,0.0,329.52,329.59,FirstHalf,right,1.9,0.07,2,6,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258241,6261,333.77,335.02,248,0,0,66692,13,LCB,NETOCNO DODAVANJE,0,0,68597,15,LCM,1,home,423,615,331.32,450.32,,18.49,0,0.0,333.77,333.89,FirstHalf,right,1.25,0.12,6,10,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258254,6261,333.77,335.02,19,248,72,66692,13,LCB,OSTALA DODAVANJA,NETOCNO DODAVANJE,GLAVOM,68597,15,LCM,1,home,423,615,331.32,450.32,,18.49,0,0.0,333.77,333.89,FirstHalf,right,1.25,0.12,6,10,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258409,6261,412.89,417.56,247,0,0,4610,2,LB,TOCNO DODAVANJE,0,0,66692,13,LCB,5,home,205,117,169.32,219.32,,8.26,0,0.0,412.89,416.67,FirstHalf,right,4.67,3.78,1,1,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258450,6261,417.44,417.71,248,0,0,66692,13,LCB,NETOCNO DODAVANJE,0,0,96310,20,LW,1,home,97,132,235.32,225.32,,2.94,0,0.0,417.44,417.52,FirstHalf,right,0.27,0.08,5,5,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258461,6261,429.06,430.99,247,0,0,4610,2,LB,TOCNO DODAVANJE,0,0,11500,18,RCF,1,home,444,625,43.32,148.32,,17.1,0,0.0,429.06,429.71,FirstHalf,right,1.93,0.65,2,2,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258462,6261,429.06,430.99,211,247,247,4610,2,LB,NIJE IZGUBLJENA,TOCNO DODAVANJE,TOCNO DODAVANJE,11500,18,RCF,1,home,444,625,43.32,148.32,,17.1,0,0.0,429.06,429.71,FirstHalf,right,1.93,0.65,2,2,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258490,6261,462.44,466.05,247,0,0,206309,14,RCB,TOCNO DODAVANJE,0,0,11341,1,GK,2,home,161,114,664.32,527.32,,12.33,0,0.0,462.44,464.99,FirstHalf,right,3.61,2.55,9,9,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258635,6261,517.02,522.03,248,0,0,11341,1,GK,NETOCNO DODAVANJE,0,0,1818,4,RB,1,home,289,875,482.32,177.32,,53.85,0,0.0,517.02,517.11,FirstHalf,right,5.01,0.09,9,3,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258688,6261,541.05,541.05,22,0,157,205485,16,RCM,PREKID IGRE,0,PRIMLJEN PREKRSAJ,78198,16,RCM,1,home,444,484,260.32,353.32,,8.59,484,353.32,541.05,541.05,FirstHalf,right,0.0,0.0,6,6,6,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258710,6261,548.5,548.63,247,0,0,102647,15,LCM,TOCNO DODAVANJE,0,0,39479,17,LCF,1,home,477,594,363.32,479.32,,13.68,0,0.0,548.5,548.64,FirstHalf,right,0.13,0.14,6,10,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
6258788,6261,583.19,584.3,248,0,0,206309,14,RCB,NETOCNO DODAVANJE,0,0,84297,11,ST,1,home,238,212,556.32,538.32,,2.59,0,0.0,583.19,583.3,FirstHalf,right,1.11,0.11,9,9,0,Borussia Mgladbach,FC Ingolstadt 04,442,433,2015.11.07 00:00:00,15:30:00,Stadion im Borussia-Park,112,Vedro,Dan,14,52331,10307,10453,20,21,0,1,0,1,0
