playerID
206251
206102
201624
170341
63400
53129
38434
214449
1882
2039
17015
205986
7466
102895
57720
12956
44079
143853
67519
206101
212914
203576
196661
1770
40700
22870
1790
39442
1802
199745
16520
77888
5335
21022
196633
8570
