ID,gameID,actionStartTime,actionEndTime,actionID,actionOptionID,bindedActionID,playerID,actionIDNaziv,bindedActionIDN,actionOptionIDN,targetPlayerID,playerPositionIDN,targetPositionIDN,touchNumber,actionPosX1,actionPosX2,actionPosY1,actionPosY2,distance,start_sector,end_sector,action_duration,poss_duration
6602341,6553,2855.92,2857.18,261,171,247,5335,IZVODENJE SLOBODNOG UDARCA,TOCNO DODAVANJE,SLOBODAN UDARAC DODAVANJE,199745,RB,LCM,1,540,588,709.32,657.32,5.89,10,6.0,1.26,0.16
6602342,6553,2857.18,2861.82,247,0,0,199745,TOCNO DODAVANJE,0,0,1770,LCM,LW,4,754,878,601.32,108.32,43.41,7,3.0,4.64,2.26
6602343,6553,2857.18,2861.82,15,247,247,199745,LOPTA PO ZRAKU,TOCNO DODAVANJE,TOCNO DODAVANJE,1770,LCM,LW,4,754,878,601.32,108.32,43.41,7,3.0,4.64,2.26
6602345,6553,2861.82,2868.06,247,0,0,1770,TOCNO DODAVANJE,0,0,196633,LW,LB,6,946,1025,174.32,99.32,9.03,3,3.0,6.24,5.01
6602355,6553,2874.52,2875.78,247,0,0,196633,TOCNO DODAVANJE,0,0,22870,LB,ST,1,1087,929,39.32,135.32,15.12,4,3.0,1.26,0.13
6602356,6553,2874.52,2875.78,211,247,247,196633,NIJE IZGUBLJENA,TOCNO DODAVANJE,TOCNO DODAVANJE,22870,LB,ST,1,1087,929,39.32,135.32,15.12,4,3.0,1.26,0.13
6602363,6553,2875.78,2881.07,247,0,0,22870,TOCNO DODAVANJE,0,0,39442,ST,RCB,5,861,776,168.32,346.32,16.71,3,3.0,5.29,3.51
6602368,6553,2881.07,2883.8,247,0,0,39442,TOCNO DODAVANJE,0,0,199745,RCB,LCM,4,828,901,360.32,447.32,9.48,7,7.0,2.73,2.01
6602385,6553,2925.38,2926.74,261,197,262,1770,IZVODENJE SLOBODNOG UDARCA,UDARAC IZVAN OKVIRA,UDARAC NA GOL,0,LW,0,1,917,1281,492.32,477.32,29.27,7,8.0,1.36,0.13
6602413,6553,2951.98,2953.21,247,0,0,1770,TOCNO DODAVANJE,0,0,21022,LW,LCB,1,1285,1249,782.32,479.32,26.13,12,8.0,1.23,0.14
6602509,6553,2997.66,2999.17,247,0,0,21022,TOCNO DODAVANJE,0,0,1770,LCB,LW,1,178,224,403.32,193.32,18.37,5,1.0,1.51,0.14
6602511,6553,2997.66,2999.17,17,301,247,21022,OBRANA OD PROTIVNIKA,TOCNO DODAVANJE,OTKLONJENA OPASNOST,1770,LCB,LW,1,178,224,403.32,193.32,18.37,5,1.0,1.51,0.14
6602513,6553,2997.66,2999.17,211,247,247,21022,NIJE IZGUBLJENA,TOCNO DODAVANJE,TOCNO DODAVANJE,1770,LCB,LW,1,178,224,403.32,193.32,18.37,5,1.0,1.51,0.14
